nome,email,telefone,cidade,assunto,mensagem,origem,dia_envio,followup_72h,followup_7d,call_15min
Maria Costa,contato352@exemplo.com,,Praia Grande,Captação de Imóveis Sem Taxa para Norte Sul Digital,"Olá, Maria Costa!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Norte Sul Digital (Praia Grande) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Norte Sul Digital?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Carlos Alves,contato378@exemplo.com,,Bertioga,Captação de Imóveis Sem Taxa para Prime Imóveis Site,"Olá, Carlos Alves!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Prime Imóveis Site (Bertioga) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Prime Imóveis Site?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Bruno Alves,contato392@exemplo.com,,Itanhaém,Captação de Imóveis Sem Taxa para Sol & Mar Imóveis,"Olá, Bruno Alves!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Sol & Mar Imóveis (Itanhaém) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Sol & Mar Imóveis?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Diego Mendes,contato401@exemplo.com,,Bertioga,Captação de Imóveis Sem Taxa para Costa Verde Centro,"Olá, Diego Mendes!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Costa Verde Centro (Bertioga) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Costa Verde Centro?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Maria Silva,contato405@exemplo.com,,Mongaguá,Captação de Imóveis Sem Taxa para Região Sul View,"Olá, Maria Silva!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Região Sul View (Mongaguá) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Região Sul View?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Larissa Alves,contato462@exemplo.com,,Mongaguá,Captação de Imóveis Sem Taxa para Costa Verde Centro,"Olá, Larissa Alves!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Costa Verde Centro (Mongaguá) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Costa Verde Centro?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Paulo Ferreira,contato475@exemplo.com,,Guarujá,Captação de Imóveis Sem Taxa para Porto da Lua Digital,"Olá, Paulo Ferreira!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Porto da Lua Digital (Guarujá) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Porto da Lua Digital?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Ricardo Pereira,contato476@exemplo.com,,Bertioga,Captação de Imóveis Sem Taxa para Santos Tower Site,"Olá, Ricardo Pereira!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Santos Tower Site (Bertioga) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Santos Tower Site?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Luciana Souza,contato513@exemplo.com,,Guarujá,Captação de Imóveis Sem Taxa para Itanhaém Premium View,"Olá, Luciana Souza!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Itanhaém Premium View (Guarujá) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Itanhaém Premium View?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Patrícia Cardoso,contato545@exemplo.com,,Peruíbe,Captação de Imóveis Sem Taxa para Costa do Mar Blue,"Olá, Patrícia Cardoso!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Costa do Mar Blue (Peruíbe) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Costa do Mar Blue?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Sol Nascente Imóveis,contato@solnascenteimoveis.com.br,(11) 99714-9503,Praia Grande,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Maré Alta Properties,contato@marealtaproperties.com.br,(11) 98941-4082,Costa Verde,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Costa Branca Imóveis,contato@costabrancaimoveis.com.br,(11) 99599-9324,Litoral Norte,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Vista Mar Corretora,contato@vistamarcorretora.com.br,(11) 98067-7509,Praia Grande,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Praia Dourada Imóveis,contato@praiadouradaimoveis.com.br,(11) 99901-9234,Litoral Norte,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Recanto do Sol,contato@recantodosol.com.br,(11) 98525-6483,Centro Hist.,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Maré Azul Properties,contato@mareazulproperties.com.br,(11) 99637-2271,Praia Sul,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Brisa do Litoral,contato@brisadolitoral.com.br,(11) 98402-7693,Porto da Lua,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Costa do Sol Imóveis,contato@costadosolimoveis.com.br,(11) 99361-3238,Costa Verde,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Vila Mariana Prime,contato@vilamarianaprime.com.br,(11) 98677-8490,Centro Hist.,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Porto Belo Imóveis,contato@portobeloimoveis.com.br,(11) 98299-7772,Praia Sul,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Maré Viva Properties,contato@marevivaproperties.com.br,(11) 98196-3334,Praia Sul,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Praia Verde Imóveis,contato@praiaverdeimoveis.com.br,(11) 98516-6275,Centro Hist.,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Costa Serena Properties,contato@costaserenapropertie.com.br,(11) 99333-2762,Costa Verde,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Maré Alta Prime,contato@marealtaprime.com.br,(11) 98635-9334,Praia Sul,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Sol do Mar Imóveis,contato@soldomarimoveis.com.br,(11) 99140-3617,Praia Sul,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Vila Mar Properties,contato@vilamarproperties.com.br,(11) 98154-5425,Costa Verde,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Porto Sol Imóveis,contato@portosolimoveis.com.br,(11) 99441-5341,Praia Grande,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Costa Dourada Properties,contato@costadouradaproperti.com.br,(11) 99926-3835,Barra Norte,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Brisa Marina Imóveis,contato@brisamarinaimoveis.com.br,(11) 99615-4187,Porto da Lua,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Praia Serena Properties,contato@praiaserenapropertie.com.br,(11) 98010-7844,Costa Verde,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Maré Nova Imóveis,contato@marenovaimoveis.com.br,(11) 99805-9394,Praia Sul,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Sol Nascente Prime,contato@solnascenteprime.com.br,(11) 99911-4032,Costa Verde,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Costa Azul Properties,contato@costaazulproperties.com.br,(11) 99487-6392,Porto da Lua,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Vila Mar Azul,contato@vilamarazul.com.br,(11) 99903-4660,Centro Hist.,,,lote-envio-27-leads-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Porto da Lua Prime,contato@portodaluaprime.com.br,,Porto da Lua,Parceria Praia Digital — Porto da Lua + IA,"Olá, time da Porto da Lua Prime. A Praia Digital tem um modelo de parceria sem custo inicial para imobiliárias do litoral: qualificação de leads por IA e ferramentas gratuitas para corretores. Queremos fazer um case piloto com vocês. Disponíveis para uma call de 15min esta semana. comercial@praia.digital",lote-envio-top5-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Praia Grande Site View,contato@pragrandesiteview.com.br,,Praia Grande,Aumento de leads em Praia Grande — parceria sem custo,"Olá, a Praia Digital ajuda imobiliárias de Praia Grande a captar mais leads qualificados usando assistente virtual 24/7 e recomendação automática de imóveis. Podemos montar um piloto gratuito para medir resultados em 30 dias. Quer conversar? comercial@praia.digital",lote-envio-top5-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Porto da Lua Blue,contato@portodaluablue.com.br,,Porto da Lua,Ferramentas gratuitas de IA para Porto da Lua,"Olá, temos ferramentas gratuitas de IA para imobiliárias em Porto da Lua: avaliação de mercado, geração automática de descrições e qualificação de leads. Quer testar agora e ver o impacto no funil? https://praia.digital",lote-envio-top5-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Prime Imóveis Centro,contato@primeimoveiscentro.com.br,,Centro Hist.,Modelo de parceria sem custo para imobiliárias,"Olá, a Praia Digital propõe parceria sem investimento inicial: nós entregamos ferramentas e conteúdo qualificado, vocês recebem leads prontos para negociar. Case piloto no Centro Hist. com medição de resultado em 30 dias. Topa uma demo de 15min? comercial@praia.digital",lote-envio-top5-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Costa Verde Imóveis,contato@costaverdeimoveis.com.br,,Costa Verde,IA para reduzir tempo de venda na Costa Verde,"Olá, na Costa Verde o tempo de venda pode cair com IA: recomendação por perfil, follow-up automático e análises de preço. Quer um teste gratuito e medir esse impacto na sua operação? https://praia.digital",lote-envio-top5-2026-07-10.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Agência Mar Azul,contato@marazul.com.br,(11) 90000-0001,Porto da Lua,,,Indicação,2026-07-10,2026-07-13,2026-07-17,Sim
Imobiliária Costa Bravo,contato@costabravo.com.br,(11) 90000-0002,Praia Grande,,,Google,2026-07-10,2026-07-13,2026-07-17,Sim
Blue Coast Properties,contato@bluecoast.com.br,(11) 90000-0003,Porto da Lua,,,Indicação,2026-07-10,2026-07-13,2026-07-17,Sim
Atlantic Home,contato@atlantichome.com.br,(11) 90000-0004,Porto da Lua,,,Instagram,2026-07-10,2026-07-13,2026-07-17,Sim
Litoral Prime,contato@litoralprime.com.br,(11) 90000-0005,Praia Grande,,,Google,2026-07-10,2026-07-13,2026-07-17,Sim
Verão Imóveis,contato@veraoimoveis.com.br,(11) 90000-0006,Porto da Lua,,,Indicação,2026-07-10,2026-07-13,2026-07-17,Sim
Beach Properties,contato@beachproperties.com.br,(11) 90000-0007,Porto da Lua,,,Google,2026-07-10,2026-07-13,2026-07-17,Sim
Sun Coast,contato@suncoast.com.br,(11) 90000-0008,Praia Grande,,,Instagram,2026-07-10,2026-07-13,2026-07-17,Sim
Wave Realty,contato@waverealty.com.br,(11) 90000-0009,Porto da Lua,,,Indicação,2026-07-10,2026-07-13,2026-07-17,Sim
Golden Beach,contato@goldenbeach.com.br,(11) 90000-0010,Porto da Lua,,,Google,2026-07-10,2026-07-13,2026-07-17,Sim
Litoral Luxury,contato@litoralluxury.com.br,(11) 90001-0001,Porto da Lua,,,Indicação,2026-07-10,2026-07-13,2026-07-17,Sim
Blue Premium,contato@bluepremium.com.br,(11) 90001-0002,Porto da Lua,,,Google,2026-07-10,2026-07-13,2026-07-17,Sim
Costa Dorada,contato@costadorada.com.br,(11) 90001-0003,Praia Grande,,,Instagram,2026-07-10,2026-07-13,2026-07-17,Sim
Prime Luxe,contato@primeluxe.com.br,(11) 90001-0004,Porto da Lua,,,Indicação,2026-07-10,2026-07-13,2026-07-17,Sim
Vila Mar Chique,contato@vilarmarchique.com.br,(11) 90001-0005,Porto da Lua,,,Google,2026-07-10,2026-07-13,2026-07-17,Sim
Sun Premium,contato@sunpremium.com.br,(11) 90001-0006,Praia Grande,,,Instagram,2026-07-10,2026-07-13,2026-07-17,Sim
Atlantic Luxe,contato@atlanticluxe.com.br,(11) 90001-0007,Porto da Lua,,,Indicação,2026-07-10,2026-07-13,2026-07-17,Sim
Vista Chique,contato@vistachique.com.br,(11) 90001-0008,Porto da Lua,,,Google,2026-07-10,2026-07-13,2026-07-17,Sim
Elite Properties,contato@eliteproperties.com.br,(11) 90001-0009,Praia Grande,,,Instagram,2026-07-10,2026-07-13,2026-07-17,Sim
Golden Lux,contato@goldenlux.com.br,(11) 90001-0010,Porto da Lua,,,Indicação,2026-07-10,2026-07-13,2026-07-17,Sim
