id,nome_da_imobiliaria,cidade,pessoa_de_contato,email,perfil,dor_principal,diferencial,pontuacao_lead,objetivo_90_dias,orcamento_estimado,tom
220,São Vicente Prime,São Vicente,Priscila Nunes,contato220@exemplo.com,imobiliaria,conteudo,seo,62,Mais conteúdo,R$ 0.5-2k/mês,formal
25,São Vicente Premium,São Vicente,Patrícia Lima,contato25@exemplo.com,imobiliaria,conteudo,seo,55,Automação,R$ 0.5-2k/mês,formal
40,Agenor de Campos,Mongaguá,Lucas Mendes,contato40@exemplo.com,imobiliaria,conteudo,anuncios,53,Automação,R$ 0.5-2k/mês,direto
42,Jardim Grandesp,Itanhaém,Fábio Rocha,contato42@exemplo.com,gestor,anuncios,chatbot,66,SEO local,R$ 0.5-2k/mês,formal
45,Itinguçu Imóveis,Peruíbe,Camila Costa,contato45@exemplo.com,gestor,conteudo,anuncios,61,Automação,R$ 0.5-2k/mês,parceiro
53,Guarujá Mar Digital,Guarujá,André Costa,contato38@exemplo.com,gestor,anuncios,anuncios,67,SEO local,R$ 0.5-2k/mês,formal
55,São Vicente Sul,São Vicente,Paulo Rocha,contato40@exemplo.com,imobiliaria,conteudo,seo,53,Mais conteúdo,R$ 0.5-2k/mês,formal
80,São Vicente Norte,São Vicente,Carla Dias,contato80@exemplo.com,imobiliaria,conteudo,seo,51,Mais conteúdo,R$ 0.5-2k/mês,formal
95,São Vicente Green,São Vicente,Priscila Nunes,contato95@exemplo.com,imobiliaria,conteudo,seo,57,Mais conteúdo,R$ 0.5-2k/mês,formal
105,São Vicente Bay,São Vicente,Juliana Martins,contato105@exemplo.com,imobiliaria,conteudo,seo,58,Mais conteúdo,R$ 0.5-2k/mês,formal
125,São Vicente Conectada,São Vicente,Patrícia Mendes,contato125@exemplo.com,imobiliaria,conteudo,seo,59,Mais conteúdo,R$ 0.5-2k/mês,formal
145,São Vicente Executive,São Vicente,Carlos Almeida,contato145@exemplo.com,imobiliaria,conteudo,seo,58,Mais conteúdo,R$ 0.5-2k/mês,formal
165,São Vicente Connect,São Vicente,Carla Dias,contato165@exemplo.com,imobiliaria,conteudo,seo,57,Mais conteúdo,R$ 0.5-2k/mês,formal
180,São Vicente Launch,São Vicente,Carla Dias,contato180@exemplo.com,imobiliaria,conteudo,seo,59,Mais conteúdo,R$ 0.5-2k/mês,formal
23,Enseada Digital,Guarujá,Camila Torres,contato23@exemplo.com,gestor,anuncios,anuncios,58,SEO local,R$ 0.5-2k/mês,formal
30,Tombo Imóveis,Guarujá,Ricardo Lima,contato30@exemplo.com,gestor,conteudo,seo,50,Automação,R$ 0.5-2k/mês,parceiro
85,Tombo Digital,Guarujá,Alexandre Pires,contato85@exemplo.com,gestor,conteudo,seo,54,Automação,R$ 0.5-2k/mês,parceiro
110,Tombo Beach,Guarujá,Rafael Almeida,contato110@exemplo.com,gestor,conteudo,seo,52,Automação,R$ 0.5-2k/mês,parceiro
120,São Vicente Smart,São Vicente,Carlos Mendes,contato120@exemplo.com,gestor,conteudo,seo,55,Mais conteúdo,R$ 0.5-2k/mês,parceiro
130,Tombo Surf,Guarujá,Fábio Ribeiro,contato130@exemplo.com,gestor,conteudo,seo,53,Automação,R$ 0.5-2k/mês,parceiro
140,São Vicente Premium,São Vicente,Rodrigo Almeida,contato140@exemplo.com,gestor,conteudo,seo,56,Mais conteúdo,R$ 0.5-2k/mês,parceiro
150,Tombo Executive,Guarujá,Bianca Martins,contato150@exemplo.com,gestor,conteudo,seo,53,Automação,R$ 0.5-2k/mês,parceiro
160,São Vicente Vision,São Vicente,Rodrigo Almeida,contato160@exemplo.com,gestor,conteudo,seo,56,Mais conteúdo,R$ 0.5-2k/mês,parceiro
170,Tombo Beach,Guarujá,Rafael Barros,contato170@exemplo.com,gestor,conteudo,seo,54,Automação,R$ 0.5-2k/mês,parceiro
185,Tombo Launch,Guarujá,Rafael Almeida,contato185@exemplo.com,gestor,conteudo,seo,55,Automação,R$ 0.5-2k/mês,parceiro
195,Tombo Platinum,Guarujá,Bianca Martins,contato195@exemplo.com,gestor,conteudo,seo,56,Automação,R$ 0.5-2k/mês,parceiro
210,Tombo Elite,Guarujá,Alexandre Pires,contato210@exemplo.com,gestor,conteudo,seo,57,Automação,R$ 0.5-2k/mês,parceiro
60,Tombo Norte,Guarujá,Carlos Mendes,contato45@exemplo.com,gestor,conteudo,seo,48,Automação,R$ 0.5-2k/mês,parceiro
75,Tombo Beach,Guarujá,Rafael Souza,contato75@exemplo.com,gestor,conteudo,seo,47,Automação,R$ 0.5-2k/mês,parceiro
88,Catiapoã Sul,São Vicente,Daniel Almeida,contato88@exemplo.com,gestor,anuncios,avaliacao,41,Mais conteúdo,R$ 0.5-2k/mês,formal
100,Tombo Exclusive,Guarujá,Caio Ribeiro,contato100@exemplo.com,gestor,conteudo,seo,49,Automação,R$ 0.5-2k/mês,parceiro
133,Catiapoã Nature,São Vicente,Renata Almeida,contato133@exemplo.com,gestor,anuncios,avaliacao,40,Mais conteúdo,R$ 0.5-2k/mês,formal
173,Catiapoã Nature,São Vicente,Fernanda Costa,contato173@exemplo.com,gestor,anuncios,avaliacao,41,Mais conteúdo,R$ 0.5-2k/mês,formal
198,Catiapoã Platinum,São Vicente,Renata Almeida,contato198@exemplo.com,gestor,anuncios,avaliacao,42,Mais conteúdo,R$ 0.5-2k/mês,formal
213,Catiapoã Elite,São Vicente,Daniel Almeida,contato213@exemplo.com,gestor,anuncios,avaliacao,43,Mais conteúdo,R$ 0.5-2k/mês,formal
33,Catiapoã Digital,São Vicente,Fernanda Costa,contato33@exemplo.com,gestor,anuncios,avaliacao,39,Mais conteúdo,R$ 0.5-2k/mês,formal
63,Catiapoã Norte,São Vicente,Fernanda Rocha,contato48@exemplo.com,gestor,anuncios,avaliacao,36,Mais conteúdo,R$ 0.5-2k/mês,formal
113,Catiapoã Digital,São Vicente,Fernanda Costa,contato113@exemplo.com,gestor,anuncios,avaliacao,39,Mais conteúdo,R$ 0.5-2k/mês,formal
153,Catiapoã Executive,São Vicente,Renata Almeida,contato153@exemplo.com,gestor,anuncios,avaliacao,39,Mais conteúdo,R$ 0.5-2k/mês,formal
221,Região Sul Digital,Bertioga,Ricardo Pereira,contato221@exemplo.com,administradora,lancamento,anuncios,66,Lançamento,R$ 2-5k/mês,direto
222,Realize II Prime,Itanhaém,Maria Gomes,contato222@exemplo.com,corretor,leads,relatorios,87,Lançamento,R$ 1-4k/mês,parceiro
223,Edifica Praia View,Itanhaém,Bruno Souza,contato223@exemplo.com,construtora,lancamento,avaliacao,68,Relatórios,R$ 1-3k/mês,direto
224,Beta Imóveis View,Mongaguá,Ricardo Pereira,contato224@exemplo.com,imobiliaria,lancamento,automacao,80,SEO local,R$ 0.5-2k/mês,direto
225,Sol & Mar Blue,Santos,Maria Barros,contato225@exemplo.com,construtora,conteudo,automacao,84,Mais conteúdo,R$ 0.5-2k/mês,formal
226,Caiçara Digital Prime,Peruíbe,Ana Souza,contato226@exemplo.com,imobiliaria,lancamento,automacao,60,Relatórios,R$ 2-5k/mês,parceiro
227,Região Sul Digital,Bertioga,Patrícia Mendes,contato227@exemplo.com,imobiliaria,atendimento,chatbot,90,Mais conteúdo,R$ 2-5k/mês,direto
228,Caiçara Digital Digital,Peruíbe,Juliana Barros,contato228@exemplo.com,construtora,atendimento,avaliacao,79,Automação,R$ 0.5-2k/mês,direto
229,Porto da Lua Prime,Itanhaém,Ricardo Gomes,contato229@exemplo.com,gestor,conteudo,seo,71,Lançamento,R$ 1-3k/mês,parceiro
230,Edifica Praia Digital,Bertioga,Luciana Gomes,contato230@exemplo.com,construtora,leads,seo,94,SEO local,R$ 2-5k/mês,direto
231,Caiçara Digital View,Bertioga,Patrícia Barros,contato231@exemplo.com,corretor,leads,automacao,95,SEO local,R$ 2-5k/mês,parceiro
232,Praia Grande Site View,Bertioga,Ricardo Rocha,contato232@exemplo.com,administradora,lancamento,automacao,85,Mais conteúdo,R$ 1-3k/mês,direto
233,Riviera Blue Digital,Itanhaém,Luciana Nunes,contato233@exemplo.com,construtora,temporada,chatbot,88,SEO local,R$ 1-4k/mês,direto
234,Mar & Sol Site,Mongaguá,Ricardo Gomes,contato234@exemplo.com,imobiliaria,lancamento,dados,94,Temporada,R$ 1-4k/mês,parceiro
235,Santos Tower Centro,Praia Grande,Bruno Costa,contato235@exemplo.com,imobiliaria,temporada,relatorios,75,Temporada,R$ 1-4k/mês,direto
236,Praia Grande Site Digital,Guarujá,Patrícia Gomes,contato236@exemplo.com,administradora,conteudo,anuncios,88,Relatórios,R$ 0.5-2k/mês,direto
237,Santos Tower Prime,Santos,Bruno Costa,contato237@exemplo.com,imobiliaria,leads,anuncios,62,SEO local,R$ 1-3k/mês,parceiro
238,Caiçara Digital Blue,Bertioga,João Souza,contato238@exemplo.com,imobiliaria,leads,seo,77,Temporada,R$ 1-4k/mês,formal
239,Barra Digital Praia,São Vicente,Fernanda Pereira,contato239@exemplo.com,corretor,conversao,trabalho,67,Relatórios,R$ 0.5-2k/mês,direto
240,Praia Grande Site View,Guarujá,Ricardo Lima,contato240@exemplo.com,gestor,atendimento,anuncios,88,Automação,R$ 1-4k/mês,formal
241,Norte Sul Blue,Guarujá,Ana Costa,contato241@exemplo.com,construtora,conteudo,anuncios,72,Aumentar captação,R$ 1-3k/mês,parceiro
242,Prime Imóveis Digital,Itanhaém,Ana Barros,contato242@exemplo.com,corretor,leads,dados,75,Automação,R$ 0.5-2k/mês,direto
243,Norte Sul Prime,Itanhaém,Carlos Costa,contato243@exemplo.com,administradora,temporada,chatbot,79,Mais conteúdo,R$ 0.5-2k/mês,direto
244,Riviera Blue Blue,Praia Grande,Luciana Gomes,contato244@exemplo.com,corretor,conteudo,automacao,66,Relatórios,R$ 0.5-2k/mês,direto
245,Região Sul Prime,Santos,João Gomes,contato245@exemplo.com,gestor,conteudo,relatorios,84,Mais conteúdo,R$ 1-4k/mês,parceiro
246,Beta Imóveis Blue,Bertioga,Luciana Pereira,contato246@exemplo.com,construtora,anuncios,chatbot,78,Relatórios,R$ 1-4k/mês,parceiro
247,Praia Grande Site Site,Mongaguá,Ana Souza,contato247@exemplo.com,administradora,temporada,relatorios,79,SEO local,R$ 1-4k/mês,direto
248,Prime Imóveis Centro,Bertioga,Bruno Lima,contato248@exemplo.com,administradora,atendimento,relatorios,71,Relatórios,R$ 1-4k/mês,formal
249,Caiçara Digital Site,Praia Grande,Juliana Mendes,contato249@exemplo.com,gestor,leads,avaliacao,64,SEO local,R$ 0.5-2k/mês,parceiro
250,Costa Verde Litoral,São Vicente,Patrícia Silva,contato250@exemplo.com,administradora,anuncios,automacao,61,Mais conteúdo,R$ 1-4k/mês,formal
251,Norte Sul Prime,Praia Grande,Luciana Souza,contato251@exemplo.com,construtora,conteudo,anuncios,74,Lançamento,R$ 0.5-2k/mês,direto
252,Caiçara Digital Site,Peruíbe,Ricardo Costa,contato252@exemplo.com,gestor,conversao,trabalho,63,Mais conteúdo,R$ 1-4k/mês,formal
253,Edifica Praia Centro,Guarujá,Ana Nunes,contato253@exemplo.com,gestor,atendimento,trabalho,79,Relatórios,R$ 1-4k/mês,parceiro
254,Riviera Blue View,Santos,Juliana Mendes,contato254@exemplo.com,corretor,leads,automacao,91,Aumentar captação,R$ 0.5-2k/mês,formal
255,Beta Imóveis Blue,Guarujá,Carlos Nunes,contato255@exemplo.com,administradora,lancamento,avaliacao,84,Relatórios,R$ 2-5k/mês,formal
256,Região Sul Site,Peruíbe,João Costa,contato256@exemplo.com,gestor,conteudo,trabalho,98,Mais conteúdo,R$ 2-5k/mês,formal
257,Norte Sul Blue,Praia Grande,Carlos Nunes,contato257@exemplo.com,imobiliaria,conteudo,anuncios,85,Aumentar captação,R$ 0.5-2k/mês,parceiro
258,Sol & Mar Digital,Itanhaém,Ricardo Mendes,contato258@exemplo.com,corretor,atendimento,trabalho,66,Automação,R$ 2-5k/mês,parceiro
259,Alpha Imóveis View,São Vicente,Luciana Lima,contato259@exemplo.com,administradora,anuncios,relatorios,74,Lançamento,R$ 0.5-2k/mês,direto
260,Santos Tower Digital,São Vicente,Carlos Barros,contato260@exemplo.com,administradora,conteudo,anuncios,86,Temporada,R$ 1-4k/mês,parceiro
261,Mar & Sol Digital,Peruíbe,Juliana Rocha,contato261@exemplo.com,construtora,lancamento,chatbot,69,Temporada,R$ 0.5-2k/mês,formal
262,Ocean Blue Prime,Mongaguá,João Alves,contato262@exemplo.com,administradora,temporada,prompt,74,SEO local,R$ 2-5k/mês,formal
263,Litoral Premium Imóveis,Itanhaém,Luciana Gomes,contato263@exemplo.com,imobiliaria,anuncios,seo,93,Relatórios,R$ 1-3k/mês,formal
264,Barra Digital Site,Peruíbe,Fernanda Nunes,contato264@exemplo.com,imobiliaria,midia,trabalho,91,Vendas,R$ 0.5-2k/mês,direto
265,Beta Imóveis Site,Guarujá,Maria Costa,contato265@exemplo.com,imobiliaria,conversao,trabalho,73,Relatórios,R$ 1-4k/mês,parceiro
266,Caiçara Digital View,Peruíbe,Ana Rocha,contato266@exemplo.com,administradora,anuncios,prompt,70,Aumentar captação,R$ 1-3k/mês,formal
267,Porto da Lua Site,São Vicente,Maria Rocha,contato267@exemplo.com,corretor,conversao,relatorios,73,Automação,R$ 0.5-2k/mês,parceiro
268,Alpha Imóveis Centro,Guarujá,Luciana Silva,contato268@exemplo.com,administradora,lancamento,automacao,75,Vendas,R$ 0.5-2k/mês,parceiro
269,Santos Tower Blue,Bertioga,Carlos Alves,contato269@exemplo.com,corretor,temporada,video,95,Relatórios,R$ 1-3k/mês,formal
270,Prime Imóveis Digital,Itanhaém,Renata Nunes,contato270@exemplo.com,administradora,lancamento,automacao,66,Lançamento,R$ 0.5-2k/mês,formal
271,Costa Azul Site,Itanhaém,Fernanda Rocha,contato271@exemplo.com,corretor,lancamento,avaliacao,84,Mais conteúdo,R$ 0.5-2k/mês,direto
272,Praia Grande Site Imóveis,Peruíbe,Ricardo Gomes,contato272@exemplo.com,imobiliaria,conversao,automacao,96,Mais conteúdo,R$ 0.5-2k/mês,formal
273,Mar & Sol Site,Peruíbe,Ricardo Souza,contato273@exemplo.com,gestor,leads,relatorios,92,Relatórios,R$ 1-3k/mês,parceiro
274,Ocean Blue Centro,Peruíbe,João Lima,contato274@exemplo.com,corretor,midia,dados,85,SEO local,R$ 0.5-2k/mês,formal
275,Ocean Blue Imóveis,Bertioga,Renata Mendes,contato275@exemplo.com,imobiliaria,atendimento,avaliacao,66,Relatórios,R$ 1-3k/mês,direto
276,Norte Imóveis View,Mongaguá,Bruno Gomes,contato276@exemplo.com,administradora,atendimento,chatbot,83,Vendas,R$ 1-4k/mês,parceiro
277,Ocean Blue View,Bertioga,Marcelo Mendes,contato277@exemplo.com,corretor,lancamento,avaliacao,76,Relatórios,R$ 0.5-2k/mês,formal
278,Riviera Blue Site,Praia Grande,Fernanda Barros,contato278@exemplo.com,administradora,lancamento,anuncios,97,Automação,R$ 1-3k/mês,parceiro
279,Caiçara Digital View,Itanhaém,Ana Pereira,contato279@exemplo.com,gestor,temporada,automacao,69,Vendas,R$ 0.5-2k/mês,direto
280,Porto da Lua Blue,Itanhaém,Ana Pereira,contato280@exemplo.com,construtora,conversao,prompt,65,Aumentar captação,R$ 1-3k/mês,parceiro
281,Riviera Blue Blue,São Vicente,Marcelo Souza,contato281@exemplo.com,gestor,atendimento,chatbot,96,Lançamento,R$ 0.5-2k/mês,formal
282,Prime Imóveis Centro,Santos,Fernanda Pereira,contato282@exemplo.com,gestor,leads,prompt,80,Relatórios,R$ 2-5k/mês,direto
283,Recife Imóveis Blue,Mongaguá,Renata Souza,contato283@exemplo.com,gestor,leads,trabalho,87,Mais conteúdo,R$ 1-3k/mês,formal
284,Norte Sul Centro,Praia Grande,João Rocha,contato284@exemplo.com,gestor,midia,anuncios,91,Lançamento,R$ 0.5-2k/mês,formal
285,Costa Azul Digital,Mongaguá,Maria Barros,contato285@exemplo.com,gestor,anuncios,dados,78,Lançamento,R$ 2-5k/mês,formal
286,Praia Grande Site Site,São Vicente,Marcelo Pereira,contato286@exemplo.com,administradora,midia,relatorios,82,Automação,R$ 1-4k/mês,direto
287,Itanhaém Premium Blue,Bertioga,Ana Alves,contato287@exemplo.com,corretor,conteudo,seo,68,SEO local,R$ 0.5-2k/mês,direto
288,Praia Grande Site Litoral,Guarujá,Fernanda Costa,contato288@exemplo.com,administradora,conteudo,trabalho,90,Temporada,R$ 0.5-2k/mês,parceiro
289,Edifica Praia Imóveis,Bertioga,Fernanda Alves,contato289@exemplo.com,administradora,leads,automacao,92,Temporada,R$ 1-4k/mês,formal
290,Prime Imóveis Litoral,Guarujá,Maria Costa,contato290@exemplo.com,imobiliaria,conteudo,prompt,82,Lançamento,R$ 1-3k/mês,formal
291,Riviera Blue Praia,Bertioga,Larissa Gomes,contato291@exemplo.com,corretor,anuncios,seo,95,Automação,R$ 0.5-2k/mês,direto
292,Região Sul Litoral,Itanhaém,João Nunes,contato292@exemplo.com,corretor,midia,prompt,96,Mais conteúdo,R$ 2-5k/mês,parceiro
293,Recife Imóveis Praia,Mongaguá,Maria Costa,contato293@exemplo.com,corretor,temporada,trabalho,72,Lançamento,R$ 2-5k/mês,parceiro
294,Costa do Mar Centro,Peruíbe,Maria Nunes,contato294@exemplo.com,corretor,atendimento,anuncios,65,Relatórios,R$ 1-4k/mês,formal
295,Norte Imóveis Prime,Bertioga,Ricardo Lima,contato295@exemplo.com,administradora,anuncios,seo,74,Automação,R$ 1-4k/mês,parceiro
296,Praia Digital Litoral,Praia Grande,Ricardo Silva,contato296@exemplo.com,construtora,follow-up,trabalho,66,Automação,R$ 1-3k/mês,formal
297,Beta Imóveis Litoral,Guarujá,Luciana Gomes,contato297@exemplo.com,construtora,midia,chatbot,89,Automação,R$ 0.5-2k/mês,formal
298,Norte Imóveis Site,Bertioga,Ricardo Gomes,contato298@exemplo.com,corretor,follow-up,roi,65,Aumentar captação,R$ 0.5-2k/mês,direto
299,Porto da Lua Centro,Mongaguá,Patrícia Silva,contato299@exemplo.com,imobiliaria,lancamento,relatorios,80,Aumentar captação,R$ 1-4k/mês,formal
300,Praia Digital View,Itanhaém,Juliana Souza,contato300@exemplo.com,construtora,follow-up,relatorios,97,Relatórios,R$ 1-3k/mês,parceiro
301,Litoral Premium Site,Itanhaém,Maria Pereira,contato301@exemplo.com,construtora,atendimento,trabalho,70,SEO local,R$ 1-3k/mês,formal
302,Costa Verde Digital,Praia Grande,Luciana Pereira,contato302@exemplo.com,construtora,lancamento,relatorios,82,Automação,R$ 2-5k/mês,direto
303,Mar & Sol View,Guarujá,Bruno Teixeira,contato303@exemplo.com,administradora,anuncios,automacao,69,Automação,R$ 1-3k/mês,parceiro
304,Praia Grande Site View,Itanhaém,Carlos Alves,contato304@exemplo.com,gestor,follow-up,video,94,Lançamento,R$ 0.5-2k/mês,formal
305,Atlântico Imóveis Centro,Santos,Luciana Souza,contato305@exemplo.com,corretor,midia,prompt,65,Relatórios,R$ 1-3k/mês,parceiro
306,Costa Verde Imóveis,Guarujá,Larissa Lopes,contato306@exemplo.com,imobiliaria,midia,relatorios,90,Automação,R$ 0.5-2k/mês,parceiro
307,Sul Imóveis Imóveis,Santos,Paulo Barros,contato307@exemplo.com,corretor,atendimento,anuncios,97,Vendas,R$ 2-5k/mês,formal
308,Mar Brasil Digital,Itanhaém,Larissa Gomes,contato308@exemplo.com,corretor,follow-up,chatbot,90,Relatórios,R$ 2-5k/mês,direto
309,Caiçara Digital Litoral,Mongaguá,Bruno Lima,contato309@exemplo.com,gestor,seo,dados,79,Lançamento,R$ 1-3k/mês,direto
310,Litoral Brasil Prime,Itanhaém,Juliana Rocha,contato310@exemplo.com,construtora,anuncios,automacao,75,Vendas,R$ 2-5k/mês,formal
311,Edifica Praia Prime,Mongaguá,João Mendes,contato311@exemplo.com,construtora,atendimento,avaliacao,93,Mais conteúdo,R$ 2-5k/mês,direto
312,Praia Grande Site Litoral,Santos,Ana Lopes,contato312@exemplo.com,gestor,atendimento,relatorios,92,Automação,R$ 0.5-2k/mês,formal
313,Ocean Blue Centro,Peruíbe,Luciana Pereira,contato313@exemplo.com,corretor,leads,seo,81,SEO local,R$ 1-3k/mês,parceiro
314,Norte Sul Praia,Mongaguá,Fernanda Mendes,contato314@exemplo.com,construtora,conteudo,automacao,70,Lançamento,R$ 1-3k/mês,direto
315,Realize II Imóveis,Santos,Patrícia Alves,contato315@exemplo.com,imobiliaria,conteudo,automacao,66,Temporada,R$ 2-5k/mês,parceiro
316,Realize II Site,Bertioga,Juliana Silva,contato316@exemplo.com,administradora,seo,prompt,96,Temporada,R$ 1-4k/mês,formal
317,Litoral Brasil Prime,Guarujá,Patrícia Ferreira,contato317@exemplo.com,corretor,temporada,trabalho,70,Relatórios,R$ 0.5-2k/mês,formal
318,Norte Sul Praia,Mongaguá,Ana Nunes,contato318@exemplo.com,gestor,follow-up,avaliacao,92,Automação,R$ 1-3k/mês,parceiro
319,Mar & Sol Imóveis,Santos,Fernanda Pereira,contato319@exemplo.com,construtora,midia,chatbot,91,Relatórios,R$ 0.5-2k/mês,formal
320,Barra Digital Praia,Praia Grande,Paulo Rocha,contato320@exemplo.com,corretor,anuncios,video,74,Temporada,R$ 0.5-2k/mês,parceiro
321,Riviera Blue Blue,Bertioga,Patrícia Lima,contato321@exemplo.com,administradora,seo,anuncios,90,Automação,R$ 1-3k/mês,formal
322,Realize II Litoral,Bertioga,Juliana Silva,contato322@exemplo.com,administradora,seo,video,95,Lançamento,R$ 2-5k/mês,parceiro
323,Beta Imóveis Site,Santos,Ana Gomes,contato323@exemplo.com,administradora,leads,chatbot,86,Relatórios,R$ 1-3k/mês,formal
324,Barra Digital Centro,Itanhaém,Maria Lima,contato324@exemplo.com,gestor,conversao,anuncios,72,Relatórios,R$ 0.5-2k/mês,parceiro
325,Mar & Sol Site,Praia Grande,Carlos Silva,contato325@exemplo.com,imobiliaria,atendimento,video,92,Relatórios,R$ 1-3k/mês,direto
326,Região Sul Digital,São Vicente,João Lima,contato326@exemplo.com,corretor,conteudo,seo,85,Aumentar captação,R$ 1-4k/mês,formal
327,Riviera Blue Digital,Praia Grande,João Gomes,contato327@exemplo.com,gestor,temporada,avaliacao,68,Aumentar captação,R$ 1-3k/mês,direto
328,Ocean Blue Prime,Peruíbe,Juliana Nunes,contato328@exemplo.com,corretor,conteudo,relatorios,65,Automação,R$ 1-4k/mês,direto
329,Ocean Blue View,Santos,Maria Rocha,contato329@exemplo.com,imobiliaria,leads,trabalho,63,SEO local,R$ 1-3k/mês,direto
330,Norte Sul Digital,Mongaguá,Carlos Rocha,contato330@exemplo.com,corretor,leads,dados,77,Vendas,R$ 1-3k/mês,parceiro
331,Riviera Blue Centro,Mongaguá,Luciana Lima,contato331@exemplo.com,administradora,conversao,automacao,87,Relatórios,R$ 1-4k/mês,direto
332,Edifica Praia Prime,Mongaguá,João Pereira,contato332@exemplo.com,administradora,lancamento,automacao,62,Aumentar captação,R$ 1-4k/mês,direto
333,Mar & Sol Centro,Guarujá,João Rocha,contato333@exemplo.com,corretor,lancamento,automacao,77,Mais conteúdo,R$ 1-3k/mês,parceiro
334,Alpha Imóveis Centro,Peruíbe,Patrícia Silva,contato334@exemplo.com,administradora,leads,relatorios,88,Mais conteúdo,R$ 1-4k/mês,direto
335,Riviera Blue Digital,Bertioga,Ricardo Lima,contato335@exemplo.com,corretor,seo,trabalho,71,Automação,R$ 1-3k/mês,parceiro
336,Edifica Praia Prime,Praia Grande,João Barros,contato336@exemplo.com,corretor,leads,seo,84,SEO local,R$ 1-3k/mês,formal
337,Região Sul Site,Praia Grande,Bruno Mendes,contato337@exemplo.com,imobiliaria,leads,trabalho,79,Relatórios,R$ 1-4k/mês,formal
338,Mar & Sol Site,São Vicente,Ana Rocha,contato338@exemplo.com,gestor,leads,seo,88,Aumentar captação,R$ 2-5k/mês,direto
339,Santos Tower Digital,Guarujá,Maria Barros,contato339@exemplo.com,imobiliaria,anuncios,avaliacao,80,Vendas,R$ 0.5-2k/mês,parceiro
340,Santos Tower Site,Bertioga,Ana Barros,contato340@exemplo.com,imobiliaria,conteudo,automacao,84,Relatórios,R$ 0.5-2k/mês,formal
341,Norte Sul Prime,Santos,Juliana Rocha,contato341@exemplo.com,administradora,conteudo,anuncios,75,SEO local,R$ 0.5-2k/mês,formal
342,Praia Grande Site View,Itanhaém,Ricardo Nunes,contato342@exemplo.com,gestor,conteudo,automacao,78,Automação,R$ 0.5-2k/mês,formal
343,Beta Imóveis Centro,Bertioga,João Alves,contato343@exemplo.com,construtora,midia,chatbot,66,Aumentar captação,R$ 1-3k/mês,direto
344,Norte Sul Imóveis,Guarujá,Ricardo Lima,contato344@exemplo.com,construtora,conversao,automacao,90,Automação,R$ 1-4k/mês,parceiro
345,Riviera Blue View,Santos,Ricardo Silva,contato345@exemplo.com,corretor,anuncios,avaliacao,87,Vendas,R$ 2-5k/mês,parceiro
346,Beta Imóveis View,Praia Grande,Fernanda Souza,contato346@exemplo.com,corretor,obra,video,97,Relatórios,R$ 1-3k/mês,parceiro
347,Riviera Blue Centro,Praia Grande,Larissa Souza,contato347@exemplo.com,construtora,anuncios,automacao,64,Relatórios,R$ 1-3k/mês,direto
348,Mar & Sol Centro,Peruíbe,Paulo Souza,contato348@exemplo.com,construtora,anuncios,video,67,Aumentar captação,R$ 1-3k/mês,parceiro
349,Prime Imóveis Blue,Bertioga,João Costa,contato349@exemplo.com,construtora,anuncios,trabalho,66,Lançamento,R$ 0.5-2k/mês,parceiro
350,Costa Verde Litoral,Itanhaém,Paulo Pereira,contato350@exemplo.com,imobiliaria,obra,automacao,77,Mais conteúdo,R$ 0.5-2k/mês,formal
351,Riviera Blue Centro,Bertioga,João Souza,contato351@exemplo.com,administradora,anuncios,prompt,80,Automação,R$ 0.5-2k/mês,direto
352,Norte Sul Digital,Praia Grande,Maria Costa,contato352@exemplo.com,construtora,conversao,trabalho,85,Temporada,R$ 2-5k/mês,formal
353,Mar & Sol Litoral,Guarujá,Bruno Lopes,contato353@exemplo.com,imobiliaria,obra,trabalho,93,Mais conteúdo,R$ 1-3k/mês,parceiro
354,Barra Digital Digital,São Vicente,Luciana Costa,contato354@exemplo.com,construtora,anuncios,avaliacao,67,Relatórios,R$ 2-5k/mês,formal
355,Realize II Site,Peruíbe,Luciana Barros,contato355@exemplo.com,gestor,midia,video,91,Automação,R$ 0.5-2k/mês,parceiro
356,Sol & Mar Prime,Guarujá,Juliana Gomes,contato356@exemplo.com,imobiliaria,leads,chatbot,97,Temporada,R$ 2-5k/mês,direto
357,Prime Imóveis Prime,Santos,Ricardo Alves,contato357@exemplo.com,administradora,seo,avaliacao,67,Vendas,R$ 0.5-2k/mês,parceiro
358,Beta Imóveis Site,Santos,Ana Barros,contato358@exemplo.com,administradora,leads,automacao,64,Vendas,R$ 0.5-2k/mês,parceiro
359,Praia Grande Site Site,Santos,Patrícia Mendes,contato359@exemplo.com,gestor,obra,seo,81,Aumentar captação,R$ 2-5k/mês,direto
360,Alpha Imóveis Site,Mongaguá,Larissa Rocha,contato360@exemplo.com,corretor,obra,avaliacao,96,Aumentar captação,R$ 1-4k/mês,formal
361,Santos Tower Prime,Itanhaém,Luciana Mendes,contato361@exemplo.com,imobiliaria,lancamento,nurturing,88,Relatórios,R$ 1-3k/mês,formal
362,Riviera Blue Tech,Santos,João Mendes,contato362@exemplo.com,imobiliaria,leads,trabalho,76,Temporada,R$ 2-5k/mês,parceiro
363,Beta Imóveis Praia,Guarujá,Larissa Rocha,contato363@exemplo.com,corretor,obra,trabalho,60,Lançamento,R$ 1-4k/mês,direto
